       0.107903		       0.123691		       0.139455		       0.155194		       0.170909		       0.186599		       0.202264		       0.217906		       0.233522		       0.249115		
       0.110233		       0.130649		       0.151000		       0.171285		       0.191504		       0.211658		       0.231747		       0.251770		       0.271728		       0.291621		
       0.112160		       0.136375		       0.160451		       0.184386		       0.208182		       0.231839		       0.255357		       0.278737		       0.301980		       0.325086		
       0.113868		       0.141411		       0.168699		       0.195732		       0.222511		       0.249038		       0.275314		       0.301340		       0.327120		       0.352655		
       0.115441		       0.146010		       0.176164		       0.205904		       0.235232		       0.264152		       0.292668		       0.320785		       0.348509		       0.375847		
