100 50
2.7665516998e-04		-1.9294450474e-05		2.5636695410e-05
2.5115638223e-04		-3.0099768605e-05		1.7976083569e-05
2.1839289338e-04		-3.3148225481e-05		1.0596456120e-05
1.8595152037e-04		-2.9408521829e-05		8.0883979389e-06
1.5953897670e-04		-2.4737160041e-05		3.3586307062e-07
1.3696390331e-04		-1.9704257749e-05		-3.5033911610e-06
1.2118120074e-04		-1.1392682761e-05		-9.2863534462e-06
1.1332774858e-04		-4.8798934469e-06		-9.7888326184e-06
1.1143261817e-04		1.2166567441e-06		-1.0943886048e-05
1.1608773546e-04		7.3540826372e-06		-1.2518492284e-05
1.2691629103e-04		1.4586841250e-05		-9.7866226008e-06
1.4511411988e-04		2.0315050456e-05		-3.4448067828e-06
1.6671354197e-04		2.3864509059e-05		6.2550421530e-06
1.9324093320e-04		2.8322115540e-05		1.7074576682e-05
2.2318992510e-04		3.1769203411e-05		3.1915966681e-05
2.5662083686e-04		2.8036921105e-05		2.6050600841e-05
2.7869315297e-04		2.0661883868e-05		5.1344667729e-05
2.9772438596e-04		1.2155029427e-05		5.1416061287e-05
3.0360310007e-04		1.7103146698e-08		4.8799207108e-05
2.9605789448e-04		-1.2223442013e-05		6.2964189770e-05
2.7956545243e-04		-1.8745562479e-05		5.3540320140e-05
2.6162124782e-04		-1.9408080202e-05		3.7267241411e-05
2.3923367644e-04		-2.2952765722e-05		3.6793156221e-05
2.1584227867e-04		-2.1139509902e-05		3.2842421668e-05
1.9773101411e-04		-1.7887183791e-05		1.7300966492e-05
1.8012664649e-04		-1.5180820862e-05		1.6210998057e-05
1.6672692699e-04		-1.1407268617e-05		1.2586003685e-05
1.5855561570e-04		-4.2766103575e-06		1.0626916091e-05
1.5700071248e-04		-4.0728271889e-06		6.1743878212e-06
1.4767534432e-04		-1.1973600538e-05		1.8114682796e-05
1.3450990104e-04		-1.4882579454e-05		1.4408353597e-05
1.1890666941e-04		-1.7366353808e-05		1.2393560930e-05
9.9908063743e-05		-1.8826340737e-05		2.1162846841e-05
8.1831718020e-05		-1.7319155389e-05		1.8694615135e-05
6.5714223894e-05		-1.3196815245e-05		2.2914595115e-05
5.5061959085e-05		-9.3657458831e-06		2.1057142230e-05
4.8055420580e-05		-6.5478464524e-06		1.2476374941e-05
4.2778092874e-05		-3.0392750218e-06		1.4213432735e-05
4.0817699352e-05		1.1289083761e-06		2.0390572839e-05
4.5215440124e-05		6.3535155981e-06		1.5843131646e-05
5.4686362681e-05		1.1365499513e-05		1.5946187407e-05
6.7845089922e-05		1.7738292541e-05		2.7007758455e-05
8.9756022868e-05		2.4512274718e-05		2.8287788365e-05
1.1705110323e-04		3.0861534069e-05		3.0421126587e-05
1.5142344968e-04		3.5835890659e-05		3.2681769067e-05
1.8677881724e-04		3.2402053270e-05		2.9035909499e-05
2.1675620037e-04		2.6864135813e-05		2.6164139634e-05
2.3854655551e-04		1.6332241987e-05		3.1174390496e-05
2.4757368328e-04		5.7587791705e-06		3.5868206512e-05
2.5142159963e-04		6.1230933819e-06		3.6569337995e-05
2.6071404035e-04		1.3418493352e-05		3.0202267748e-05
2.7876212734e-04		1.8467227080e-05		7.0424723814e-06
2.9777244978e-04		2.1886952080e-05		-1.4361215211e-05
3.2094732878e-04		2.3134087544e-05		-3.7107816158e-05
3.4275406229e-04		2.1368740023e-05		-5.9051291422e-05
3.6499458845e-04		1.9793770204e-05		-8.8538937891e-05
3.8090054705e-04		1.4458804060e-05		-1.0107084736e-04
3.9308646801e-04		8.7609437250e-06		-1.1745182404e-04
3.9917365593e-04		5.7482469912e-06		-1.2382130489e-04
4.0655019050e-04		8.7219274004e-06		-1.2330407449e-04
4.1874311692e-04		1.8932883877e-05		-1.2254521232e-04
4.4345576396e-04		2.5959491817e-05		-1.2441165969e-04
4.6958121879e-04		3.0602710276e-05		-1.2440020906e-04
5.0322991235e-04		3.2174714752e-05		-1.3540151839e-04
5.3351212235e-04		2.9581076551e-05		-1.2362324644e-04
5.6286723479e-04		2.7287881136e-05		-1.3122978870e-04
5.8598958291e-04		1.9880541555e-05		-1.2239137228e-04
6.0111725578e-04		8.9271086530e-06		-1.2344176817e-04
6.0058788527e-04		-1.9325171452e-05		-1.1965420755e-04
5.6011420589e-04		-6.1429899481e-05		-1.0448837840e-04
4.8086237486e-04		-9.2658662860e-05		-8.1217282784e-05
3.7975459883e-04		-1.0444245456e-04		-5.1721760918e-05
2.7788943085e-04		-9.2633639249e-05		-1.7092157987e-05
1.9685360456e-04		-7.1758407575e-05		-4.2645066364e-06
1.3399330281e-04		-5.2219722776e-05		1.3545501406e-05
9.1417682371e-05		-3.4564512675e-05		1.5651066757e-05
6.4364855566e-05		-1.9727643438e-05		1.5705520204e-05
5.0985051654e-05		-8.2733242591e-06		1.4489050600e-05
4.6837789456e-05		-1.3058237149e-08		1.6253170641e-05
5.1127766684e-05		7.7699865185e-06		1.3900194825e-05
6.2588161109e-05		1.4304111546e-05		1.1550212860e-05
8.0083813792e-05		2.1839716512e-05		9.7978458087e-06
1.0677898288e-04		3.0234178480e-05		2.1939014563e-07
1.3952750492e-04		3.6431259979e-05		-5.5349480656e-06
1.7919773847e-04		4.2165076843e-05		-1.8796442151e-05
2.2189470612e-04		4.1123930553e-05		-3.5406844839e-05
2.5876220989e-04		3.2746480499e-05		-4.9927906726e-05
2.8600469123e-04		1.9109160721e-05		-6.4272451593e-05
2.9466188538e-04		-2.7190573214e-06		-7.0000764936e-05
2.8175184584e-04		-1.8848828828e-05		-5.6892866854e-05
2.5964959924e-04		-2.8193687625e-05		-5.0870474168e-05
2.2665094679e-04		-3.6003833222e-05		-3.4836900148e-05
1.8916508509e-04		-3.5062029996e-05		-8.7210283052e-06
1.5644066336e-04		-3.0520513288e-05		4.0668586675e-06
1.2916063570e-04		-2.5347617175e-05		8.4168017926e-06
1.0660262984e-04		-1.8585559647e-05		1.8918179633e-05
9.1707613383e-05		-1.2591181813e-05		1.6046510230e-05
8.1938593585e-05		-5.8198408716e-06		2.1689504956e-05
8.0443939132e-05		9.5873790332e-07		1.7732556330e-05
8.3721181723e-05		7.5540124363e-06		2.1039277060e-05
3.0222586717e-04		-2.8140794232e-05		2.6944648112e-05
2.6829238821e-04		-3.8188346677e-05		1.7942697494e-05
2.2729401838e-04		-4.0090232532e-05		7.8215091753e-06
1.8946651395e-04		-3.4921732691e-05		1.5393748394e-06
1.5713803337e-04		-2.9095476756e-05		-4.7114405072e-06
1.3085064670e-04		-2.3047077804e-05		-8.1477638812e-06
1.1176610763e-04		-1.4575667065e-05		-9.5239099335e-06
1.0199196729e-04		-5.5082502965e-06		-1.2389938906e-05
9.9748172473e-05		1.0157483378e-06		-1.2141233520e-05
1.0460046878e-04		9.1594799552e-06		-1.1372092518e-05
1.1874738188e-04		1.9038490465e-05		-7.3959786700e-06
1.4242237408e-04		2.7182120669e-05		-2.8189648101e-06
1.7306404298e-04		3.4358747422e-05		6.5369344918e-06
2.1158809102e-04		4.1902762564e-05		1.8905181827e-05
2.5542072823e-04		4.3198879921e-05		3.4650346252e-05
2.9820396476e-04		4.1016861980e-05		5.1777402816e-05
3.3776723380e-04		3.4830803524e-05		6.9558533177e-05
3.6419515245e-04		1.6430871013e-05		7.9414303087e-05
3.7146305934e-04		-1.5146188313e-07		8.3656028904e-05
3.6433328956e-04		-1.3778958734e-05		7.5759248583e-05
3.4273721601e-04		-2.7238316895e-05		7.2835705499e-05
3.1280294749e-04		-3.0082752086e-05		6.0806520016e-05
2.8348192630e-04		-3.0138466375e-05		5.1841082045e-05
2.5216151841e-04		-3.0250797477e-05		4.0846017545e-05
2.2383972700e-04		-2.5586735015e-05		3.1887595229e-05
2.0121093876e-04		-2.0081721880e-05		2.5823063994e-05
1.8387276530e-04		-1.3775468323e-05		2.0743183831e-05
1.7341788382e-04		-6.4395103066e-06		1.8215595634e-05
1.7004270127e-04		-2.7680461004e-06		1.6462954463e-05
1.6565586901e-04		-7.8188218543e-06		1.9048646575e-05
1.5399892733e-04		-1.3861504146e-05		2.2828778103e-05
1.4018262370e-04		-1.3839631988e-05		2.7269477680e-05
1.2560063076e-04		-1.5620452892e-05		3.0139462690e-05
1.0935577675e-04		-1.5549883109e-05		3.4630698015e-05
9.5889145218e-05		-1.1647230513e-05		3.8007829436e-05
8.5278070720e-05		-9.9085164296e-06		3.9085991612e-05
7.6215594474e-05		-7.4697797404e-06		4.0310176909e-05
7.1053945533e-05		-2.5514830555e-06		3.9991742977e-05
7.0866175113e-05		1.6845373505e-06		4.0497401706e-05
7.4758487298e-05		7.1300135259e-06		4.1333300034e-05
8.5644385599e-05		1.5057005334e-05		4.2406116686e-05
1.0447877278e-04		2.1868177982e-05		4.6045152265e-05
1.2884855166e-04		2.6356282437e-05		4.8205740931e-05
1.5779267429e-04		3.2270771044e-05		4.9378275277e-05
1.9319577092e-04		3.5545318106e-05		5.0071981255e-05
2.2702247172e-04		3.1558512252e-05		4.8316459898e-05
2.5602689861e-04		2.6068994320e-05		4.8446366577e-05
2.7824465909e-04		1.6083994646e-05		4.6660453871e-05
2.8749185040e-04		4.3084066628e-06		4.5011906225e-05
2.8840817128e-04		-2.6258563601e-07		4.0206565284e-05
2.8739779917e-04		2.5605545624e-07		2.5592843259e-05
2.8667207001e-04		-2.5243570751e-06		7.0456698665e-06
2.8350357975e-04		-2.4880475211e-06		-1.3985209374e-05
2.8314942705e-04		1.9525501821e-07		-3.7363494505e-05
2.8241116759e-04		-4.6067794219e-08		-6.0525906098e-05
2.8179891972e-04		-1.0983841061e-08		-8.1109438892e-05
2.8224642441e-04		9.0003158734e-08		-9.5221478344e-05
2.8154690101e-04		-3.4902879333e-07		-1.0652595789e-04
2.8306771560e-04		4.8236483818e-06		-1.0909245179e-04
2.9015217698e-04		9.3179268560e-06		-1.1111422508e-04
3.0210644998e-04		1.7321724300e-05		-1.1171883307e-04
3.2447131400e-04		2.3679618691e-05		-1.1552363200e-04
3.4800776937e-04		2.3827751520e-05		-1.1622318362e-04
3.7632691015e-04		3.2318329381e-05		-1.2020761842e-04
4.0841181290e-04		3.0530433671e-05		-1.2482130422e-04
4.3604837638e-04		2.5607924713e-05		-1.2440655667e-04
4.6009373004e-04		2.0073356309e-05		-1.2646704378e-04
4.7551929736e-04		1.0647381047e-05		-1.2603853590e-04
4.7828068512e-04		-9.4249038050e-06		-1.2682627628e-04
4.5258524217e-04		-4.2949736988e-05		-1.1193185280e-04
3.9699335894e-04		-6.5933294916e-05		-8.6742305485e-05
3.2660428006e-04		-7.2627212269e-05		-5.4442006489e-05
2.5564016808e-04		-6.7339372874e-05		-2.3950653027e-05
1.9355911279e-04		-5.5153862287e-05		-3.5085765669e-06
1.4543589103e-04		-4.1889474005e-05		1.1420969900e-05
1.0910578055e-04		-3.0899799037e-05		2.0057199547e-05
8.3930062070e-05		-1.8803992027e-05		2.3533188995e-05
7.1096494728e-05		-7.7832987835e-06		2.5471498183e-05
6.7423159360e-05		6.7946858670e-08		2.5248755162e-05
7.0661944051e-05		6.1463530443e-06		2.4487106701e-05
7.9597585370e-05		1.1410210182e-05		2.0977781263e-05
9.3262062886e-05		1.5847064430e-05		1.5980432452e-05
1.1152138652e-04		2.0348215178e-05		7.4423702577e-06
1.3395983925e-04		2.4636882515e-05		-5.4503888704e-06
1.5970201594e-04		2.6393585903e-05		-2.0105329998e-05
1.8528212369e-04		2.4068862844e-05		-3.7874893878e-05
2.0698096853e-04		1.8679592323e-05		-5.2174190224e-05
2.2141156395e-04		9.7594009011e-06		-6.4534115164e-05
2.2616401527e-04		-1.5029653168e-07		-6.7477370666e-05
2.2185056418e-04		-7.7218946531e-06		-6.0658431842e-05
2.0995015807e-04		-1.5278068239e-05		-5.0721831560e-05
1.9270781543e-04		-1.7779153690e-05		-3.5299150704e-05
1.7537802797e-04		-1.8085389745e-05		-1.6691141858e-05
1.5688933126e-04		-1.8537217843e-05		-1.6976070662e-06
1.3962216541e-04		-1.5358847799e-05		1.1240130647e-05
1.2579833918e-04		-1.3190231587e-05		2.0773286878e-05
1.1460260792e-04		-8.5899630635e-06		2.8361873542e-05
1.0905489192e-04		-3.4569700070e-06		3.3284714850e-05
1.0690420852e-04		7.8544098038e-08		3.2795538870e-05
1.0879633303e-04		1.7289997760e-06		3.0811542295e-05
3.3130921765e-04		-4.0890681259e-05		2.8710845511e-05
2.8661441096e-04		-4.9431328102e-05		1.8826434090e-05
2.3516644605e-04		-4.9288703898e-05		8.0236177922e-06
1.8963458068e-04		-4.1842616386e-05		-2.0038592286e-07
1.5118057640e-04		-3.4473023150e-05		-6.0858415981e-06
1.2168938675e-04		-2.4203897739e-05		-9.0508445813e-06
1.0171746465e-04		-1.5850621815e-05		-1.0034705548e-05
8.9655911748e-05		-7.3308395101e-06		-1.2341757018e-05
8.7347621847e-05		2.0463502763e-06		-1.2086987009e-05
9.3803619412e-05		1.1726272943e-05		-1.0512312846e-05
1.1147845232e-04		2.2979816130e-05		-7.0652495029e-06
1.3988196119e-04		3.3870481505e-05		-2.7786991830e-06
