  281275.977067		  276176.859573		  265876.447090		  255472.467425		  244962.103653		  234341.035025		  223603.318340		  212741.222815		  201745.012646		  190602.670626		  179299.556601		  167817.998012		  156136.820187		  144230.850278		  132070.490645		  119621.601257		  106846.263401		   93705.765307		   80168.884267		   66232.114488		   51963.563888		   37219.002036		   34720.973165		   32527.436688		   30453.407589		   28446.458680		   26482.424273		   24547.054506		   22631.361717		   20729.451280		   18837.174217		   16951.298145		   15068.995570		   13187.437238		   11303.283663		    9411.857747		    7505.710417		    5571.915888		    3585.176116		    1480.346666		    -991.030896		   -4096.542686		  -18235.476023		  -32589.879862		  -46637.261458		  -60249.528983		  -73426.756724		  -86207.281525		  -98636.930319		 -110758.833958		 -122610.540561		 -134223.687762		 -145624.505275		 -156834.515547		 -167871.208736		 -178748.622000		 -189477.809973		 -200067.212879		 -210522.933813		 -220848.936355		 -225948.053849		
  286375.094562		  276176.859573		  265876.447090		  255472.467425		  244962.103653		  234341.035025		  223603.318340		  212741.222815		  201745.012646		  190602.670626		  179299.556601		  167817.998012		  156136.820187		  144230.850278		  132070.490645		  119621.601257		  106846.263401		   93705.765307		   80168.884267		   66232.114488		   51963.563888		   37219.002036		   34720.973165		   32527.436688		   30453.407589		   28446.458680		   26482.424273		   24547.054506		   22631.361717		   20729.451280		   18837.174217		   16951.298145		   15068.995570		   13187.437238		   11303.283663		    9411.857747		    7505.710417		    5571.915888		    3585.176116		    1480.346666		    -991.030896		   -4096.542686		  -18235.476023		  -32589.879862		  -46637.261458		  -60249.528983		  -73426.756724		  -86207.281525		  -98636.930319		 -110758.833958		 -122610.540561		 -134223.687762		 -145624.505275		 -156834.515547		 -167871.208736		 -178748.622000		 -189477.809973		 -200067.212879		 -210522.933813		 -220848.936355		 -231047.171344		
  286477.272056		  276279.037067		  265980.014272		  255578.851531		  245072.808509		  234457.683081		  223727.697181		  212875.337460		  201891.144497		  190763.442630		  179478.001166		  168017.617248		  156361.612271		  144485.240001		  132359.020400		  119948.049725		  107211.423640		   94102.148254		   80568.773004		   66563.895310		   52084.886732		   36724.649682		   34601.505306		   32480.547863		   30427.088618		   28429.621136		   26471.177677		   24539.334226		   22625.954198		   20725.671618		   18834.662783		   16949.896080		   15068.703566		   13188.455483		   11306.136972		    9417.633706		    7516.557820		    5592.689002		    3631.508704		    1624.162142		    -356.896669		   -2142.112252		  -18020.005520		  -32896.902105		  -47072.375529		  -60684.568767		  -73823.459665		  -86558.157531		  -98944.675473		 -111029.030995		 -122849.099964		 -134436.017448		 -145815.312517		 -157007.832630		 -168030.488660		 -178896.847290		 -189617.595041		 -200200.894850		 -210652.652205		 -220976.703908		 -231174.938897		
  286680.237356		  276482.002367		  266185.721401		  255790.115919		  245292.595769		  234689.191611		  223974.449842		  213141.285347		  202180.785252		  191081.954230		  179831.388187		  168412.857543		  156806.771648		  144989.477057		  132932.301228		  120600.153603		  107949.233178		   94922.631065		   81440.164186		   67369.807016		   52430.811715		   36817.418000		   34479.850514		   32366.160838		   30344.777884		   28373.759571		   26433.331072		   24513.150523		   22607.449232		   20712.618210		   18825.909216		   16944.919826		   15067.467129		   13191.544158		   11315.175035		    9435.982286		    7550.198156		    5650.773594		    3724.007558		    1741.689867		    -221.915716		   -2161.944387		  -18805.531699		  -33905.347509		  -48070.769785		  -61592.910892		  -74624.355636		  -87257.213462		  -99554.583049		 -111563.514584		 -123320.810851		 -134855.969551		 -146192.894715		 -157351.013795		 -168346.065985		 -179190.683461		 -189894.828050		 -200466.119276		 -210910.076249		 -221230.288176		 -231428.523165		
  286981.248634		  276783.013645		  266490.753047		  256103.294973		  245618.267040		  235032.037750		  224339.625228		  213534.568833		  202608.756935		  191552.200851		  180352.739807		  168995.653089		  157463.139719		  145733.595352		  133780.553854		  121571.030279		  109062.724407		   96198.978640		   82899.445661		   69044.356851		   54462.449854		   39032.263107		   34134.317912		   32159.467092		   30212.102510		   28287.308189		   26375.236517		   24472.487563		   22578.073997		   20691.442775		   18811.436045		   16936.406880		   15064.700967		   13195.078985		   11327.036725		    9460.922248		    7597.478922		    5736.199660		    3872.058065		    1993.545083		      71.914133		   -4938.475922		  -21134.829380		  -35848.186449		  -49712.445210		  -62991.949381		  -75823.838526		  -88291.757632		 -100452.928675		 -112349.633442		 -124014.659304		 -135474.155190		 -146749.282996		 -157857.261849		 -168812.078026		 -179624.992517		 -190304.914423		 -200858.677956		 -211291.245338		 -221605.849382		 -231804.084371		
  287376.285520		  277178.050532		  266890.982169		  256514.043887		  246045.139666		  235481.067122		  224817.444488		  214048.607822		  203167.472804		  192165.352433		  181031.717101		  169753.875286		  158316.538789		  146701.210777		  134885.288555		  122840.689253		  110531.655529		   97911.113429		   84914.282967		   71445.724873		   57342.367742		   42212.301516		   33841.923013		   31925.287106		   30056.856876		   28188.134159		   26307.819245		   24423.489215		   22540.916419		   20663.642847		   18791.985308		   16924.570684		   15059.850873		   13197.034091		   11336.970631		    9483.191060		    7642.595624		    5824.488060		    4034.479961		    2355.296744		     807.744061		  -11176.963579		  -24947.123449		  -38640.123695		  -51938.875227		  -64838.602894		  -77387.291456		  -89633.049864		 -101615.740577		 -113367.431206		 -124914.037731		 -136276.708911		 -147472.820231		 -158516.672579		 -169419.991752		 -180192.294157		 -190841.159168		 -201372.432788		 -211790.377764		 -222097.779644		 -232296.014633		
  287860.155781		  277661.920792		  267381.081210		  257016.758741		  246567.180615		  236029.646584		  225400.477779		  214674.945165		  203847.174026		  192910.018976		  181854.900878		  170671.592166		  159347.929373		  147869.420411		  136218.700338		  124374.782650		  112312.095027		   99999.536578		   87400.847905		   74481.891932		   61248.994724		   47929.522542		   35848.298411		   31642.901443		   29901.903728		   28100.552327		   26244.417089		   24372.733631		   22498.459616		   20630.226886		   18768.291657		   16910.039673		   15053.097749		   13196.235874		   11340.620647		    9492.275737		    7665.224454		    5884.676996		    4165.987282		    2458.327236		   -1947.245202		  -15629.999006		  -28836.577143		  -41826.309655		  -54564.329108		  -67036.295512		  -79253.674540		  -91237.409791		 -103009.552565		 -114590.313072		 -125997.351504		 -137245.822491		 -148348.616438		 -159316.616484		 -170158.922247		 -180883.033191		 -191494.995305		 -201999.516261		 -212400.053288		 -222698.876797		 -232897.111785		
  288426.630635		  278228.395646		  267954.663137		  257604.729253		  247177.177470		  236669.860818		  226079.874880		  215403.521032		  204636.259158		  193772.648566		  182806.275270		  171729.663127		  160534.166126		  149209.841155		  137745.309736		  126127.645981		  114342.405350		  102374.089954		   90207.680141		   77832.000226		   65242.196682		   52408.495516		   38980.882050		   31451.522284		   29807.304267		   28067.754331		   26196.563154		   24324.568604		   22449.961530		   20590.513424		   18740.914761		   16894.198602		   15046.264578		   13194.191009		   11337.000346		    9480.066786		    7641.349460		    5883.008187		    4269.382860		    2770.059592		   -8304.782987		  -20559.210098		  -32942.876464		  -45264.208672		  -57455.836040		  -69488.575506		  -81353.701402		  -93053.362194		 -104594.746820		 -115986.917013		 -127239.232723		 -138360.613112		 -149359.206546		 -160242.254670		 -171016.047562		 -181685.921056		 -192256.272600		 -202730.583665		 -213111.442331		 -223400.562469		 -233598.797458		
  289068.603009		  278870.368021		  268604.446438		  258270.317665		  247866.939192		  237392.744341		  226845.639890		  216223.004925		  205521.693009		  194738.040860		  183867.888509		  172906.618947		  161849.230848		  150690.468349		  139425.051471		  128048.086187		  116555.790439		  104946.737746		   93223.782480		   81396.232149		   69479.296263		   57481.380790		   45373.347896		   33235.392061		   29808.036726		   28166.597577		   26149.512592		   24279.016101		   22386.304475		   20540.950517		   18710.655363		   16879.575394		   15043.570953		   13197.263240		   11333.122940		    9449.641603		    7537.098413		    5509.911647		    3532.035733		    -836.598150		  -13482.736239		  -25359.181937		  -37111.509942		  -48831.812529		  -60506.230873		  -72108.469069		  -83619.193367		  -95027.590763		 -106329.155509		 -117523.375436		 -128612.049262		 -139598.190689		 -150485.341963		 -161277.148090		 -171977.092273		 -182588.330870		 -193113.590374		 -203555.103467		 -213914.569901		 -224193.133290		 -234391.368279		
  289778.261978		  279580.026989		  269322.436930		  259005.155778		  248627.517292		  238188.537462		  227686.935413		  217121.165769		  206489.467092		  195789.933357		  185020.618959		  174179.693304		  163265.669969		  152277.749921		  141216.341612		  130083.856858		  118885.932471		  107633.288112		   96344.479884		   85049.849626		   73797.375430		   62664.383486		   51795.736682		   41543.723922		   32782.493905		   29375.946412		   25955.873536		   24255.678734		   22275.289751		   20476.328808		   18681.180779		   16869.876659		   15051.180598		   13218.168056		   11348.586573		    9446.166829		    7641.023711		    3552.955554		     156.303047		   -8937.491381		  -19430.381881		  -30283.271468		  -41312.168839		  -52445.300630		  -63628.805852		  -74819.876533		  -85987.012232		  -97108.651983		 -108170.909017		 -119165.379961		 -130087.398200		 -140934.758420		 -151706.822525		 -162403.903455		 -173026.842572		 -183576.719777		 -194054.654559		 -204461.669928		 -214798.600516		 -225066.032513		 -235264.267501		
  290547.276017		  280349.041029		  270100.118513		  259800.351224		  249449.436737		  239046.952803		  228592.398532		  218085.255646		  207525.076234		  196911.606517		  186244.960665		  175525.865340		  164756.005805		  153938.519754		  143078.708198		  132185.067160		  121270.794478		  110356.002346		   99470.999319		   88661.311042		   77995.972344		   67583.041042		   57601.491423		   48361.273041		   40361.340209		   34173.904188		   27602.744891		   24910.339719		   21982.846986		   20407.894186		   18667.862285		   16867.569864		   15073.106726		   13364.653668		   11831.605494		    8459.767258		    5733.089312		   -1116.775946		   -7452.431284		  -15639.288540		  -25018.028436		  -35031.353215		  -45408.593316		  -56008.415300		  -66743.815373		  -77555.218978		  -88400.327047		  -99249.095918		 -110080.448616		 -120879.837191		 -131637.405157		 -142346.622264		 -153003.286265		 -163604.800631		 -174149.654782		 -184637.051107		 -195066.638157		 -205438.321170		 -215752.129723		 -226008.128742		 -236206.363731		
  291366.977584		  281168.742595		  270928.644870		  260646.693867		  250322.925630		  239957.438482		  229550.450264		  219102.382050		  208613.975679		  198086.455813		  187521.751844		  176922.801586		  166293.968156		  155641.615092		  144974.904268		  134306.909105		  123656.175934		  113048.927474		  102522.204004		   92128.422879		   81942.161864		   72070.316914		   62665.914928		   53938.536611		   46127.689703		   39355.585239		   33242.132393		   28401.275983		   23321.903788		   21374.338963		   19137.282547		   16786.209093		   14432.267194		   12185.342416		   10213.579742		    4942.075596		     -23.124802		   -6300.717366		  -13209.963696		  -21149.203058		  -29971.090107		  -39415.519642		  -49282.435911		  -59435.951881		  -69782.821361		  -80256.856959		  -90809.981060		 -101406.956027		 -112021.952337		 -122636.115029		 -133235.762972		 -143811.039215		 -154354.899639		 -164862.358022		 -175329.924821		 -185755.191709		 -196136.525794		 -206472.846872		 -216763.468464		 -227007.989003		 -237206.223991		
  292228.541886		  282030.306898		  271799.024507		  261534.853743		  251238.133434		  240909.425229		  230549.581994		  220159.846612		  209741.988619		  199298.489211		  188832.789312		  178349.621003		  167855.450141		  157359.068191		  146872.384677		  136411.489059		  125998.072679		  115661.327611		  105440.466345		   95388.014606		   85573.935318		   76090.149821		   67053.314764		   58599.268770		   50855.296755		   43878.614670		   37608.923460		   32130.728033		   27222.876168		   23476.606549		   20054.049661		   16716.102690		   13371.545046		    9926.430222		    6130.829892		    1118.080186		   -4466.946751		  -10853.005020		  -17937.503075		  -25776.469891		  -34301.609290		  -43377.199335		  -52869.678804		  -62670.134951		  -72694.661231		  -82879.406438		  -93175.784206		 -103546.794792		 -113964.289675		 -124406.907618		 -134858.492488		 -145306.871984		 -155742.915054		 -166159.806997		 -176552.494769		 -186917.265116		 -197251.426437		 -207553.072061		 -217820.908256		 -228054.134814		 -238252.369802		
  293123.153592		  282924.918603		  272702.292515		  262455.563164		  252185.329135		  241892.547007		  231578.605870		  221245.433784		  210895.642975		  200532.723099		  190161.295191		  179787.442972		  169419.143215		  159066.822854		  148744.077189		  138468.589775		  128263.298111		  118157.843946		  108190.319160		   98409.233881		   88875.414983		   79663.032288		   70857.925537		   62549.926951		   54815.613875		   47694.653227		   41184.218744		   35289.836520		   29962.266302		   25255.161405		   20886.206858		   16652.606962		   12411.380077		    8018.003533		    3265.229417		   -2133.637993		   -8109.737367		  -14706.852888		  -21910.573692		  -29717.564142		  -38081.677829		  -46921.989603		  -56148.945019		  -65680.247889		  -75446.282174		  -85390.323356		  -95466.954535		 -105640.149260		 -115881.503955		 -126168.733281		 -136484.427377		 -146815.041179		 -157150.081595		 -167481.460144		 -177802.982141		 -188109.947550		 -198398.842776		 -208667.106679		 -218912.957688		 -229135.272193		 -239333.507181		
  294042.156396		  283843.921407		  273629.663787		  263399.777263		  253155.072934		  242896.827796		  232626.860693		  222347.639679		  212062.426399		  201775.465020		  191492.225381		  181219.712481		  170966.856891		  160745.002822		  150568.511449		  140455.494742		  130428.686044		  120516.430904		  110753.732466		  101183.186774		   91855.458444		   82828.638812		   74165.428145		   65926.899621		   58162.578568		   50900.165619		   44143.461769		   37882.133003		   32081.191114		   26695.565911		   21583.009404		   16596.738222		   11603.364767		    6468.974417		    1045.722236		   -4808.124209		  -11131.511836		  -17954.095473		  -25280.374665		  -33101.535156		  -41385.548281		  -50080.136228		  -59123.863781		  -68455.629412		  -78019.896220		  -87768.650276		  -97661.561317		 -107665.343757		 -117752.843604		 -127902.094172		 -138095.442560		 -148318.783761		 -158560.910003		 -168812.969843		 -179068.026103		 -189320.700165		 -199566.890439		 -209803.554190		 -220028.543623		 -230240.489088		 -240438.724076		
  294977.181831		  284778.946842		  274572.663963		  264358.809168		  254138.357542		  243912.830548		  233684.369429		  223455.837840		  213230.957922		  203014.485199		  192812.428831		  182632.324682		  172483.569045		  162377.820094		  152329.471042		  142356.191700		  132479.520419		  122725.461160		  113124.993027		  103714.322306		   94534.593207		   85630.636369		   77048.248610		   68829.664821		   61007.635156		   53599.968914		   46607.329710		   40014.042607		   33784.799241		   27862.901720		   22153.526624		   16547.971757		   10936.366350		    5208.807133		    -743.190681		   -7013.069242		  -13654.090296		  -20697.642502		  -28155.294338		  -36022.653534		  -44278.843913		  -52889.143245		  -61810.744464		  -70998.509757		  -80409.023020		  -90002.820211		  -99745.296699		 -109606.820850		 -119562.432530		 -129591.357244		 -139676.464932		 -149803.741301		 -159961.804814		 -170141.483120		 -180335.452263		 -190537.936567		 -200744.464627		 -210951.676017		 -221157.173528		 -231359.416459		 -241557.651447		
  295920.255157		  285722.020168		  275523.236055		  265324.437902		  255126.717518		  244931.767425		  234741.948633		  224560.384331		  214391.082251		  204239.089023		  194110.680062		  184013.588370		  173957.274513		  163953.237467		  154015.360926		  144160.280599		  134407.742770		  124780.900289		  115306.456178		  106014.516215		   96937.955711		   88111.064848		   79567.265105		   71335.875898		   63438.328320		   55884.745169		   48671.845552		   41781.908473		   35181.061522		   28817.715106		   22620.223615		   16505.255830		   10385.321744		    4173.078446		   -2214.222852		   -8846.871781		  -15774.137605		  -23027.089901		  -30620.506652		  -38554.940730		  -46818.030592		  -55386.848376		  -64231.461074		  -73318.642133		  -82614.865891		  -92088.310849		 -101709.984419		 -111454.210413		 -121298.708422		 -131224.437344		 -141215.318621		 -151257.911696		 -161341.084831		 -171455.705562		 -181594.363262		 -191751.129214		 -201921.355485		 -212101.511722		 -222289.058015		 -232482.351771		 -242680.586760		
  296863.877608		  286665.642619		  276473.822186		  266288.988868		  256112.307204		  245945.573001		  235791.273348		  225652.668598		  215533.897729		  205440.108581		  195377.614024		  185354.074223		  175378.703171		  165462.494334		  155618.454596		  145861.826999		  136210.269775		  126683.941047		  117305.415180		  108099.330665		   99091.648573		   90308.402206		   81773.871064		   73508.245346		   65525.057058		   57828.837888		   50413.398857		   43260.684212		   36339.823268		   29606.673566		   23004.396899		   16467.506206		    9926.586351		    3312.407757		   -3439.907390		  -10386.057427		  -17568.498439		  -25016.072847		  -32744.701637		  -40758.572141		  -49051.489351		  -57608.758592		  -66409.609324		  -75429.731808		  -84643.487562		  -94025.572875		 -103552.119717		 -113201.327960		 -122953.753401		 -132792.365087		 -142702.460513		 -152671.502031		 -162688.917254		 -172745.891036		 -182835.166008		 -192950.861540		 -203088.316378		 -213243.957372		 -223415.195037		 -233600.345851		 -243798.580840		
  297801.085503		  287602.850514		  277417.421202		  267245.388179		  257087.949431		  246946.944025		  236824.903162		  226725.118983		  216651.731487		  206609.833546		  196605.593232		  186646.391326		  176740.969613		  166899.582101		  157134.136127		  147458.303027		  137887.568283		  128439.178944		  119131.932828		  109985.742695		  101020.905709		   92257.024339		   83711.571599		   75398.177363		   67324.816677		   59492.150470		   51892.227777		   44507.606247		   37310.873774		   30264.758991		   23323.184210		   16433.785742		    9541.109698		    2589.873622		   -4471.757038		  -11688.952099		  -19097.725879		  -26724.001409		  -34583.654908		  -42683.156848		  -51020.596077		  -59587.087318		  -68368.485820		  -77347.188215		  -86503.779673		  -95818.373373		 -105271.593612		 -114845.228308		 -124522.612135		 -134288.809092		 -144130.656313		 -154036.718660		 -163997.191117		 -174003.775318		 -184049.548194		 -194128.834561		 -204237.091116		 -214370.806351		 -224527.418910		 -234705.255757		 -244903.490746		
