      22.959420      23.038639      23.117476      23.196576      23.276541      23.357741      23.440315      23.524564      23.610866      23.699483      23.790406      23.883733      23.979575      24.077803      24.178181      24.280567      24.384676      24.489892      24.595724      24.701474      24.806227      24.908827      25.007854      25.102006      25.189668      25.269239      25.339246      25.398218      25.444890      25.478164      25.497307      25.501886      25.491746      25.467072      25.428343      25.376307      25.312264      25.237736      25.154022      25.062612      24.965005      24.862571      24.756606      24.648349      24.538930      24.429119      24.319650      24.211234      24.104330      23.999271      23.896247      23.795318      23.696362      23.599322      23.503942      23.410019      23.317428      23.225778      23.134646      23.043804      22.953073
      23.961017      24.036493      24.111525      24.186816      24.262984      24.340273      24.418749      24.498687      24.580303      24.663737      24.749055      24.836374      24.925680      25.016804      25.109508      25.203723      25.299105      25.394980      25.490919      25.586402      25.680579      25.772311      25.860530      25.944079      26.021523      26.091516      26.152792      26.204125      26.244488      26.273066      26.289302      26.293005      26.284026      26.262342      26.228350      26.182688      26.126299      26.060485      25.986477      25.905392      25.818450      25.726963      25.632006      25.534548      25.435578      25.335819      25.235847      25.136329      25.037838      24.940701      24.845079      24.751021      24.658454      24.567287      24.477510      24.389001      24.301475      24.214667      24.128225      24.042028      23.956025
      24.963479      25.034400      25.105355      25.176667      25.248662      25.321656      25.395822      25.471180      25.547850      25.625945      25.705492      25.786703      25.869534      25.953687      26.039088      26.125644      26.212872      26.300100      26.386874      26.472908      26.557402      26.639346      26.717910      26.792042      26.860597      26.922307      26.976022      27.020825      27.055906      27.080540      27.094243      27.097095      27.089078      27.069994      27.039985      26.999699      26.950079      26.891928      26.826340      26.754351      26.676907      26.595184      26.510084      26.422432      26.333026      26.242610      26.151692      26.060722      25.970388      25.880995      25.792605      25.705313      25.619121      25.533993      25.450005      25.367029      25.284715      25.202914      25.121398      25.040085      24.958942
      25.965846      26.032206      26.098999      26.166180      26.233803      26.302263      26.371768      26.442138      26.513568      26.586236      26.660080      26.735221      26.811675      26.889117      26.967491      27.046690      27.126152      27.205289      27.283686      27.361039      27.436708      27.509820      27.579647      27.645475      27.706182      27.760605      27.807765      27.846963      27.877616      27.898888      27.910490      27.912587      27.905237      27.888363      27.861876      27.826291      27.782491      27.731207      27.673109      27.609046      27.540130      27.467170      27.390955      27.312267      27.231661      27.149914      27.067517      26.984753      26.902184      26.820224      26.738943      26.658420      26.578669      26.499735      26.421680      26.344338      26.267399      26.190704      26.114283      26.038052      25.961889
      26.967475      27.029850      27.092410      27.155259      27.218521      27.282357      27.346833      27.411971      27.477988      27.545094      27.613259      27.682428      27.752656      27.823649      27.895210      27.967247      28.039250      28.110776      28.181442      28.250860      28.318487      28.383590      28.445580      28.503888      28.557510      28.605368      28.646723      28.681027      28.707777      28.726252      28.736184      28.737715      28.730923      28.715881      28.692584      28.661274      28.622633      28.577389      28.526028      28.469151      28.407810      28.342771      28.274621      28.204080      28.131726      28.058095      27.983604      27.908591      27.833467      27.758657      27.684422      27.610697      27.537440      27.464780      27.392664      27.321023      27.249620      27.178247      27.107008      27.035929      26.964996
      27.969331      28.027412      28.085554      28.143885      28.202527      28.261528      28.320858      28.380777      28.441408      28.502849      28.565268      28.628609      28.692766      28.757468      28.822534      28.887680      28.952572      29.016882      29.080273      29.142406      29.202713      29.260576      29.315497      29.366966      29.414148      29.456076      29.492192      29.522112      29.545346      29.561438      29.570099      29.571287      29.565053      29.551596      29.531150      29.503769      29.469799      29.429853      29.384480      29.334195      29.279692      29.221821      29.161102      29.098049      29.033329      28.967323      28.900269      28.832570      28.764586      28.696712      28.629327      28.562230      28.495392      28.428940      28.362782      28.296911      28.231171      28.165375      28.099521      28.033744      27.968202
      28.972024      29.025171      29.078584      29.132140      29.185787      29.239698      29.293945      29.348641      29.403906      29.459793      29.516495      29.574045      29.632095      29.690610      29.749372      29.807935      29.866152      29.923730      29.980394      30.035792      30.089364      30.140578      30.189060      30.234326      30.275614      30.312205      30.343649      30.369663      30.389852      30.403861      30.411480      30.412491      30.406865      30.394876      30.376855      30.352921      30.323155      30.287986      30.248005      30.203701      30.155539      30.104184      30.050271      29.994180      29.936425      29.877495      29.817548      29.756883      29.695837      29.634730      29.573836      29.513119      29.452555      29.392203      29.332099      29.272083      29.212095      29.152023      29.091845      29.031695      28.971746
      29.974910      30.023108      30.071493      30.119990      30.168557      30.217310      30.266427      30.315879      30.365756      30.416244      30.467355      30.518959      30.571000      30.623467      30.675975      30.728267      30.780193      30.831529      30.881983      30.931054      30.978318      31.023369      31.065929      31.105496      31.141388      31.173184      31.200522      31.223123      31.240651      31.252849      31.259559      31.260443      31.255445      31.244846      31.228952      31.207941      31.181887      31.151144      31.116161      31.077327      31.035083      30.989823      30.942130      30.892493      30.841233      30.788771      30.735507      30.681594      30.627252      30.572762      30.518161      30.463690      30.409335      30.355028      30.300871      30.246764      30.192605      30.138380      30.084070      30.029682      29.975232
      30.977007      31.020559      31.063937      31.107339      31.150897      31.194535      31.238389      31.282619      31.327258      31.372390      31.417937      31.463772      31.510042      31.556500      31.602942      31.649234      31.695109      31.740484      31.784940      31.828003      31.869323      31.908671      31.945727      31.980004      32.011036      32.038473      32.062097      32.081595      32.096725      32.107339      32.113194      32.114027      32.109736      32.100505      32.086590      32.068140      32.045383      32.018670      31.988323      31.954593      31.917839      31.878389      31.836590      31.792979      31.747868      31.701546      31.654520      31.607028      31.559072      31.510881      31.462546      31.414143      31.365817      31.317585      31.269266      31.220978      31.172703      31.124309      31.075882      31.027295      30.978351
      31.978819      32.017583      32.056092      32.094560      32.133109      32.171598      32.210224      32.249278      32.288724      32.328409      32.368367      32.408672      32.449192      32.489834      32.530456      32.570836      32.610889      32.650383      32.688980      32.726338      32.762084      32.796128      32.828073      32.857502      32.884142      32.907593      32.927733      32.944299      32.957138      32.966233      32.971356      32.972281      32.968781      32.960951      32.949028      32.933019      32.913208      32.890028      32.863805      32.834758      32.803085      32.769100      32.732990      32.695155      32.655957      32.615669      32.574651      32.533215      32.491413      32.449260      32.407008      32.364620      32.322222      32.280021      32.237649      32.195163      32.152750      32.110196      32.067574      32.024793      31.981694
      32.981333      33.014811      33.048395      33.081938      33.115354      33.148764      33.182261      33.216108      33.250204      33.284376      33.318839      33.353565      33.388394      33.423325      33.458187      33.492845      33.527220      33.561045      33.594126      33.626010      33.656488      33.685424      33.712503      33.737495      33.760065      33.779949      33.796943      33.810885      33.821660      33.829295      33.833749      33.834677      33.831866      33.825322      33.815198      33.801590      33.784591      33.764680      33.742223      33.717448      33.690552      33.661645      33.630958      33.598709      33.565185      33.530719      33.495605      33.460052      33.424145      33.387935      33.351602      33.315176      33.278782      33.242500      33.206194      33.169742      33.133161      33.096480      33.059624      33.022595      32.985420
      33.983964      34.012310      34.040809      34.069292      34.097654      34.125995      34.154391      34.182957      34.211589      34.240316      34.269258      34.298357      34.327584      34.356844      34.386076      34.415161      34.444028      34.472491      34.500243      34.526911      34.552325      34.576290      34.598675      34.619378      34.638152      34.654863      34.669149      34.680833      34.689831      34.696163      34.699880      34.700612      34.698188      34.692622      34.684077      34.672709      34.658575      34.641956      34.623124      34.602429      34.580038      34.555925      34.530358      34.503463      34.475435      34.446569      34.417174      34.387385      34.357214      34.326869      34.296451      34.265994      34.235573      34.205166      34.174818      34.144415      34.113740      34.082916      34.051855      34.020543      33.989007
      34.986371      35.009828      35.033149      35.056446      35.079769      35.103004      35.126259      35.149537      35.172820      35.196121      35.219484      35.243019      35.266686      35.290445      35.314235      35.337925      35.361464      35.384651      35.407222      35.428938      35.449461      35.468726      35.486714      35.503365      35.518677      35.532394      35.544159      35.553678      35.560984      35.566153      35.569037      35.569506      35.567396      35.562742      35.555700      35.546373      35.534948      35.521563      35.506312      35.489507      35.471308      35.451830      35.431178      35.409432      35.386752      35.363336      35.339519      35.315310      35.290813      35.266243      35.241634      35.217103      35.192501      35.167927      35.143358      35.118727      35.094001      35.069037      35.043830      35.018331      34.992464
      35.988890      36.007214      36.025409      36.043548      36.061677      36.079755      36.097800      36.115892      36.133929      36.151875      36.169775      36.187735      36.205908      36.224244      36.242638      36.261056      36.279304      36.297312      36.314917      36.331828      36.347781      36.362696      36.376593      36.389512      36.401511      36.412208      36.421322      36.428644      36.434208      36.438127      36.440190      36.440477      36.438835      36.435265      36.429799      36.422474      36.413580      36.403182      36.391387      36.378278      36.364048      36.348955      36.332990      36.316257      36.298789      36.280820      36.262488      36.243849      36.225022      36.206107      36.187291      36.168512      36.149639      36.130751      36.111793      36.092799      36.073851      36.054750      36.035485      36.015912      35.995831
      36.991712      37.004615      37.017643      37.030651      37.043535      37.056353      37.069210      37.082086      37.094938      37.107685      37.120267      37.132805      37.145500      37.158350      37.171284      37.184284      37.197287      37.210272      37.223014      37.235265      37.246874      37.257679      37.267743      37.277140      37.285764      37.293446      37.299910      37.305080      37.308954      37.311526      37.312863      37.312966      37.311833      37.309359      37.305477      37.300227      37.293759      37.286190      37.277644      37.268169      37.257873      37.246918      37.235457      37.223533      37.211187      37.198594      37.185742      37.172744      37.159618      37.146392      37.133272      37.120112      37.106880      37.093536      37.080150      37.066858      37.053580      37.040347      37.026969      37.013268      36.999084
      37.994320      38.002023      38.009889      38.017716      38.025375      38.032989      38.040589      38.048199      38.055853      38.063447      38.070881      38.078203      38.085520      38.092901      38.100325      38.107839      38.115641      38.123602      38.131494      38.139180      38.146502      38.153348      38.159700      38.165544      38.170782      38.175531      38.179561      38.182759      38.185150      38.186557      38.187134      38.186911      38.186114      38.184554      38.182099      38.178873      38.174810      38.170062      38.164682      38.158849      38.152563      38.145762      38.138699      38.131367      38.124016      38.116665      38.109266      38.101845      38.094382      38.086905      38.079330      38.071732      38.064072      38.056262      38.048547      38.040930      38.033390      38.025934      38.018283      38.010399      38.002328
      38.996671      38.999318      39.002038      39.004692      39.007183      39.009582      39.011922      39.014257      39.016635      39.019032      39.021305      39.023472      39.025601      39.027656      39.029682      39.031871      39.034444      39.037349      39.040375      39.043461      39.046552      39.049480      39.052094      39.054305      39.056274      39.058155      39.059853      39.061250      39.062211      39.062592      39.062382      39.061860      39.061223      39.060416      39.059332      39.057982      39.056332      39.054325      39.052127      39.049940      39.047685      39.045180      39.042452      39.039710      39.037205      39.034958      39.032883      39.030913      39.029030      39.027190      39.025214      39.023166      39.021108      39.018975      39.016932      39.014982      39.013155      39.011365      39.009443      39.007290      39.004830
      39.998893      39.996365      39.993940      39.991526      39.988947      39.985974      39.983173      39.980273      39.977235      39.974318      39.971174      39.968068      39.965280      39.962269      39.959207      39.956474      39.953699      39.951531      39.949660      39.947968      39.946927      39.945849      39.944560      39.943070      39.942023      39.941054      39.940328      39.940041      39.939390      39.938740      39.937776      39.937228      39.936628      39.936490      39.936895      39.937202      39.937985      39.938507      39.939590      39.941028      39.942735      39.944739      39.946318      39.948443      39.950612      39.953343      39.956344      39.959669      39.963255      39.966727      39.970672      39.974204      39.977890      39.981728      39.985197      39.988984      39.992669      39.996445      40.000484      40.003918      40.005626
