 -311187.679783		 -321385.914772		 -331524.030773		 -341597.866229		 -351598.832373		 -361513.405769		 -371322.448826		 -381000.523484		 -390515.542492		 -399829.391287		 -408900.514085		 -417689.662859		 -426169.473958		 -434336.456953		 -442220.719686		 -449888.829170		 -457442.856928		 -465003.452264		 -472690.484136		 -480603.660778		 -488805.862369		 -497323.426499		 -506150.163691		 -515258.197829		 -524609.807907		 -534166.247503		 -543892.893214		 -553761.623475		 -563751.555911		 -573849.010663		 -584047.245652		
 -310394.596510		 -320592.831498		 -330715.680997		 -340759.454933		 -350716.649507		 -360575.736878		 -370320.956127		 -379932.271865		 -389385.780793		 -398654.984710		 -407713.449568		 -416539.284525		 -425121.366425		 -433466.168580		 -441602.903281		 -449584.855485		 -457486.436322		 -465393.696277		 -473392.184060		 -481554.875006		 -489932.985329		 -498553.677014		 -507422.079281		 -516526.972750		 -525847.674605		 -535360.000000		 -545040.462882		 -554868.804209		 -564829.300921		 -574911.332056		 -585109.567045		
 -309676.898725		 -319875.133714		 -329986.406784		 -340007.622998		 -349932.573846		 -359751.936108		 -369453.366941		 -379021.827054		 -388440.324106		 -397691.317191		 -406759.014951		 -415632.659249		 -424310.538635		 -432803.947661		 -441139.869371		 -449361.253166		 -457524.336599		 -465692.712462		 -473929.680822		 -482290.669855		 -490817.526929		 -499536.216947		 -508457.503669		 -517579.939285		 -526893.917764		 -536385.615010		 -546040.154105		 -555843.829557		 -565785.511507		 -575857.449596		 -586055.684585		
 -309046.162860		 -319244.397849		 -329347.189428		 -339352.056428		 -349254.086772		 -359046.066766		 -368718.748475		 -378261.345305		 -387662.371388		 -396910.944995		 -405998.633797		 -414921.798885		 -423684.181207		 -432299.214058		 -440791.373378		 -449195.951209		 -457556.944446		 -465923.136149		 -474343.156912		 -482860.596664		 -491510.235584		 -500316.160175		 -509291.779163		 -518441.362957		 -527762.442155		 -537248.388170		 -546890.708971		 -556680.848409		 -566611.465952		 -576677.270236		 -586875.505225		
 -308510.870404		 -318709.105393		 -328805.896651		 -338799.326513		 -348685.650049		 -358459.495711		 -368114.214886		 -377642.434302		 -387036.871146		 -396291.457605		 -405402.776357		 -414371.721287		 -423205.173250		 -431917.353985		 -440530.458874		 -449074.233847		 -457584.353825		 -466099.730778		 -474659.214012		 -483298.324305		 -492046.658569		 -500926.409007		 -509952.089849		 -519131.291227		 -528466.099730		 -537954.786545		 -547593.445201		 -557377.389157		 -567302.233657		 -577364.660172		 -587562.895161		
 -308077.021679		 -318275.256668		 -328367.965270		 -338353.702923		 -348229.691200		 -357992.051142		 -367636.181058		 -377157.305872		 -386551.221288		 -395815.237921		 -404949.292738		 -413957.136657		 -422847.436520		 -431634.569758		 -440338.874285		 -448986.171479		 -457606.506230		 -466232.219125		 -474895.644052		 -483626.827975		 -492451.665379		 -501390.727434		 -510458.880001		 -519665.612371		 -529015.878992		 -538511.213078		 -548150.896130		 -557933.029360		 -567855.419346		 -577916.241635		 -588114.476623		
 -307748.699339		 -317946.934328		 -328037.004840		 -338017.828708		 -347887.360687		 -357642.836597		 -367281.152332		 -376799.386839		 -386195.470213		 -395468.980054		 -404622.020017		 -413660.096082		 -422592.866416		 -431434.614241		 -440204.297030		 -448925.071554		 -457623.280491		 -466326.995441		 -475064.315095		 -483861.678165		 -492742.447539		 -501725.955348		 -510827.090349		 -520056.399264		 -529420.590791		 -538923.290646		 -548565.896880		 -558348.412807		 -568270.172731		 -578330.410398		 -588528.645386		
 -307528.541477		 -317726.776465		 -327815.291054		 -337793.246383		 -347659.086243		 -357410.782229		 -367046.204833		 -376563.618940		 -385962.292672		 -395243.192064		 -404409.711195		 -413468.361239		 -422429.318821		 -431306.723759		 -440118.628042		 -448886.537214		 -457634.548738		 -466388.167054		 -475172.942724		 -484013.122050		 -492930.491264		 -501943.556070		 -511067.126785		 -520312.303544		 -529686.794261		 -539195.461835		 -548840.987938		 -558624.552256		 -568546.448376		 -578606.581838		 -588804.816827		
 -307418.104014		 -317616.339002		 -327704.136528		 -337680.779527		 -347544.955671		 -357295.001243		 -366929.265830		 -376446.591414		 -385846.889473		 -395131.784333		 -404305.271462		 -413374.318857		 -422349.323870		 -431244.333932		 -440076.954166		 -448867.900524		 -457640.210192		 -466418.181314		 -475226.166695		 -484087.376048		 -493022.839398		 -502050.650881		 -511185.557177		 -520438.893865		 -529818.820874		 -539330.774496		 -548978.040779		 -558762.359904		 -568684.486677		 -578744.651752		 -588942.886741		
 -312517.221508		 -317616.339002		 -327704.136528		 -337680.779527		 -347544.955671		 -357295.001243		 -366929.265830		 -376446.591414		 -385846.889473		 -395131.784333		 -404305.271462		 -413374.318857		 -422349.323870		 -431244.333932		 -440076.954166		 -448867.900524		 -457640.210192		 -466418.181314		 -475226.166695		 -484087.376048		 -493022.839398		 -502050.650881		 -511185.557177		 -520438.893865		 -529818.820874		 -539330.774496		 -548978.040779		 -558762.359904		 -568684.486677		 -578744.651752		 -583843.769246		
